job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
entrepreneur,single,university.degree,no,no,no,telephone,jul,tue,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,basic,unknown,yes,yes,cellular,jul,wed,nonexistent,no
entrepreneur,married,basic,no,yes,no,cellular,jul,wed,nonexistent,no
services,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
services,single,high.school,unknown,yes,yes,cellular,jul,wed,nonexistent,no
services,married,basic,no,yes,no,telephone,jul,wed,nonexistent,no
management,married,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
admin,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
housemaid,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic,unknown,no,yes,cellular,jul,wed,nonexistent,no
management,single,professional.course,unknown,no,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,divorced,basic,unknown,yes,no,cellular,jul,wed,nonexistent,no
services,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,high.school,no,yes,yes,cellular,jul,wed,nonexistent,no
unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
admin,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
services,single,basic,no,yes,no,cellular,jul,wed,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
retired,married,basic,no,yes,no,telephone,jul,wed,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
services,divorced,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,yes,no,telephone,jul,wed,nonexistent,no
services,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin,divorced,basic,no,no,no,cellular,jul,wed,nonexistent,no
admin,divorced,basic,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,no,yes,cellular,jul,wed,nonexistent,no
services,single,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
student,married,unknown,unknown,yes,yes,cellular,jul,wed,nonexistent,no
retired,married,basic,no,no,no,cellular,jul,wed,nonexistent,no
retired,married,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
services,divorced,basic,no,no,yes,cellular,jul,wed,nonexistent,yes
admin,single,university.degree,no,no,yes,cellular,jul,wed,nonexistent,no
technician,married,university.degree,no,yes,yes,telephone,jul,wed,nonexistent,no
services,married,high.school,unknown,yes,yes,cellular,jul,wed,nonexistent,no
services,single,high.school,unknown,yes,yes,cellular,jul,wed,nonexistent,yes
technician,married,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,basic,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,basic,no,no,no,cellular,jul,wed,nonexistent,no
services,married,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
services,divorced,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic,no,yes,no,cellular,jul,wed,nonexistent,no
entrepreneur,single,unknown,no,no,no,cellular,jul,wed,nonexistent,no
services,married,high.school,no,no,no,cellular,jul,wed,nonexistent,yes
services,single,high.school,unknown,no,no,telephone,jul,wed,nonexistent,no
admin,single,high.school,no,no,no,telephone,jul,wed,nonexistent,no
technician,single,professional.course,unknown,yes,no,cellular,jul,wed,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,wed,nonexistent,no
admin,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
services,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic,no,yes,yes,cellular,jul,wed,nonexistent,no
services,single,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
entrepreneur,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,jul,wed,nonexistent,no
entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,nonexistent,yes
services,single,basic,no,no,no,telephone,jul,wed,nonexistent,no
unknown,married,unknown,unknown,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,no,yes,yes,telephone,jul,wed,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
self-employed,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
unknown,married,high.school,unknown,yes,no,telephone,jul,wed,nonexistent,no
entrepreneur,married,university.degree,no,yes,no,telephone,jul,wed,nonexistent,no
management,married,university.degree,no,yes,yes,telephone,jul,wed,nonexistent,no
admin,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
self-employed,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin,divorced,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
admin,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
services,married,basic,unknown,no,no,telephone,jul,wed,nonexistent,no
self-employed,single,university.degree,no,yes,no,telephone,jul,wed,nonexistent,no
admin,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,yes,yes,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
technician,single,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,unknown,no,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,divorced,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,yes,yes,cellular,jul,wed,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
technician,single,unknown,no,yes,no,telephone,jul,wed,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic,no,yes,no,cellular,jul,wed,nonexistent,no
technician,single,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic,no,yes,no,cellular,jul,wed,nonexistent,no
services,single,high.school,no,yes,no,telephone,jul,wed,nonexistent,no
unemployed,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,no,yes,telephone,jul,wed,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
unemployed,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
unemployed,divorced,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,unknown,unknown,unknown,telephone,jul,wed,nonexistent,no
services,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,nonexistent,yes
unknown,married,unknown,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,divorced,basic,unknown,no,yes,cellular,jul,wed,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
management,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
self-employed,married,basic,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
self-employed,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,unknown,yes,no,telephone,jul,wed,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,wed,nonexistent,yes
housemaid,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,jul,wed,nonexistent,yes
admin,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
services,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
student,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
technician,divorced,professional.course,no,no,no,telephone,jul,wed,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
services,divorced,high.school,no,no,no,cellular,jul,wed,nonexistent,no
services,married,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
technician,single,university.degree,no,yes,no,telephone,jul,wed,nonexistent,no
services,single,basic,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,yes
blue-collar,married,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
management,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,jul,wed,nonexistent,no
blue-collar,single,high.school,no,yes,no,telephone,jul,wed,nonexistent,no
student,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
services,single,basic,no,no,yes,cellular,jul,wed,nonexistent,no
housemaid,married,basic,no,no,no,telephone,jul,wed,nonexistent,no
blue-collar,single,high.school,no,no,yes,cellular,jul,wed,nonexistent,no
student,married,high.school,no,no,yes,cellular,jul,wed,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic,no,yes,no,cellular,jul,wed,nonexistent,no
services,single,basic,no,yes,no,cellular,jul,wed,nonexistent,no
student,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,basic,no,no,no,cellular,jul,wed,nonexistent,yes
services,divorced,high.school,no,no,yes,cellular,jul,wed,nonexistent,no
entrepreneur,divorced,professional.course,no,no,no,telephone,jul,wed,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,jul,wed,nonexistent,yes
admin,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
self-employed,married,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
services,single,basic,no,yes,no,cellular,jul,wed,nonexistent,yes
admin,married,professional.course,no,yes,no,telephone,jul,wed,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,no,no,yes,telephone,jul,wed,nonexistent,no
services,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,unknown,yes,no,telephone,jul,wed,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,unknown,yes,no,cellular,jul,wed,nonexistent,no
services,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
self-employed,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
self-employed,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
self-employed,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
services,married,basic,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,unknown,no,yes,yes,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,yes,yes,telephone,jul,wed,nonexistent,yes
technician,married,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,no,yes,cellular,jul,wed,nonexistent,no
self-employed,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,yes
blue-collar,single,basic,no,yes,no,cellular,jul,wed,nonexistent,no
management,married,unknown,no,no,no,cellular,jul,wed,nonexistent,no
admin,single,high.school,no,no,no,telephone,jul,wed,nonexistent,no
housemaid,divorced,basic,unknown,no,no,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic,no,no,no,telephone,jul,wed,nonexistent,no
admin,single,basic,unknown,no,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,yes
entrepreneur,married,basic,no,yes,no,cellular,jul,wed,nonexistent,no
self-employed,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
student,single,unknown,unknown,no,no,cellular,jul,wed,nonexistent,no
services,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin,single,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
technician,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
technician,divorced,professional.course,no,yes,no,telephone,jul,wed,nonexistent,no
admin,married,high.school,no,no,no,telephone,jul,wed,nonexistent,no
services,single,high.school,no,no,yes,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
services,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
unemployed,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
admin,married,high.school,no,no,no,telephone,jul,wed,nonexistent,no
management,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
admin,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin,single,high.school,no,no,yes,cellular,jul,wed,nonexistent,no
technician,single,university.degree,no,no,yes,cellular,jul,wed,nonexistent,no
technician,married,professional.course,unknown,yes,no,cellular,jul,wed,nonexistent,no
unemployed,married,high.school,no,yes,yes,cellular,jul,wed,nonexistent,no
